free_text|label_id
Như cái đống phân. 💩|1
Cái loại súc vật. 🐃|1
Đm bố mày chửi cho nghe. 🗣️🤬|1
Nhìn muốn ói vl. 🤮|1
Khắm lặm. 👃🤢|1
Ngu còn tỏ ra nguy hiểm. 🤡|1
Thằng điên. 🤪|1
Muốn đấm vào mặt nó quá. 🥊|1
Cái con đĩ thoã. 💃|1
Dơ bẩn. 🤮|1
Đúng là chó má. 🐶😠|1
Mấy thằng hãm tài. 🤦‍♂️|1
Đéo có tư cách nói. 🗣️🚫|1
Mấy thằng óc bò. 🐄🧠|1
Nhục nhã vl. 😓|1
Bệnh hoạn. 🤢|1
Gớm ghiếc. 🤮|1
Đéo ra cái thể thống gì. 😤|1
Như một con điên. 🤪|1
Cái loại rẻ rách. 👕👖|1
Thối nát. 🤢|1
Đéo biết nhục. 🤦‍♂️|1
Mày cút đi. 😠👋|1
Thằng hãm. 😒|1
Thấy ghê vl. 🤢|1
Vô học. 📖🚫|1
Cấm túc cái mồm lại. 🤐|1
Đéo ngửi nổi. 👃🤮|1
Bẩn thỉu. 😷|1
Mày nói cái l gì đấy? 🗣️❓|1
Mấy thằng đầu buồi. 🍆😠|1
Nứng lồn à? 😬|1
Đm cái loại ăn nói bố láo. 🤬|1
Cái thứ k biết điều. 🤦‍♀️|1
Xàm lồn. 🙄|1
Cay vkl ra. 🌶️😡|1
Đúng lũ chó đẻ. 🐶🤬|1
Nhức cái đầu vcc. 🤯|1
Mồm bốc mùi. 😷|1
Đéo có não. 🧠🚫|1
Nhìn ngứa mắt vcl. 👀😡|1
Thằng khốn nạn. 🤬|1
Đừng có mà múa rìu qua mắt thợ. 🙄|1
Óc cứt. 💩🧠|1
Đéo hiểu nói cái gì. 🗣️🤔|1
Nhìn mà tởm. 🤮|1
Mấy con đĩ. 👯‍♀️|1
Vl, đúng là trò hề. 🤡|1
Đkm tức nghẹn họng. 😡😤|1
Cái thằng mặt lìn. 👺|1
Thấy ghét kinh khủng. 😠|1
Ngu như bò. 🐄🧠|1
Ngu vcl không thể tả được 😂|1
Cái lũ ăn hại này bao giờ mới chịu biến đi 😠|1
Đéo hiểu sao có mấy thằng óc chó cứ thích cmt nhảm 🤦‍♀️|1
Nhìn cái mặt đã thấy ghét vl rồi 🤮|1
Xàm lờ vl, nói mãi không chán à?|1
Bọn mày đúng là lũ ăn không ngồi rồi đi phá hoại 😒|1
Chán đéo buồn nói luôn 😩|1
Cút mẹ đi, đừng có mà làm phiền 😡|1
Con cặc gì đây nữa trời?|1
Đm quảng cáo mất dạy vl|1
Bọn chó má này cứ giả vờ ngây thơ mãi 🤡|1
Ăn cứt à mà nói chuyện nghe tởm vậy?|1
Vô duyên vãi lồn, có thế cũng làm được|1
Cái thứ rác rưởi này mà cũng tồn tại được à? 🗑️|1
Nhảm loz hết sức tưởng tượng 🤦‍♂️|1
Đúng là lũ não tàn chuyên đi phá làng phá xóm|1
Mắc ói vl, coi xong muốn đập máy 🤮|1
Vớ vẩn đéo chịu được, phí thời gian|1
Ngu dốt hết phần thiên hạ 😤|1
Đm mày, nói chuyện không ra cái thể thống gì|1
Cái quần què gì đang diễn ra thế này? 🥴|1
Nhìn muốn thông ass cái thằng ad ghê 🙄|1
Tiền nhiều để làm gì? Để mua não chó à?|1
Dm đừng có mà sủa nữa|1
Mấy đứa dẩm lờ cứ làm quá vấn đề 😒|1
Đúng là con mẹ nó ngáo ngơ|1
Thâm như đít chó, nói mãi không hiểu|1
Óc chó mới tin mấy cái tin vớ vẩn này|1
Cút xéo đi lũ lồn mất dạy|1
Dm tức điên người với cái lũ này|1
Đéo hiểu bọn nó sống kiểu gì luôn 🤷‍♀️|1
Mệt mỏi vcl với mấy thể loại này 😪|1
Ngáo đá à mà nói chuyện nghe ngu vậy?|1
Lại mấy thằng rảnh háng rỗi hơi đi soi mói|1
Nhìn mặt đã thấy muốn đấm vào mồm rồi 😠|1
Chán đời vcl, toàn mấy cái tin nhảm loz|1
Con cặc gì đâu mà nhây vậy trời?|1
Đúng là lũ đần độn, chả biết suy nghĩ|1
Thôi im mẹ mồm đi 🤫|1
Ghét cay ghét đắng cái thái độ mất dạy này|1
Súc vật đéo hơn đéo kém|1
Dm thằng nào nói câu này là óc chó|1
Ngu như bò nhưng thích thể hiện|1
Đừng có mà vả vào mặt tao nữa 😤|1
Muốn chửi thề vcl luôn á 🤬|1
Con mẹ mày, mày làm cái đéo gì vậy?|1
Vãi cả lồn, tin nổi không?|1
Nhìn mặt là thấy mùi cứt rồi 💩|1
Nghe xong chỉ muốn đập điện thoại 😡|1
Đm lũ khốn nạn, phá hoại là giỏi|1
Hãm lờ không đỡ nổi luôn|1
Lại thằng mặt lồn nào đây?|1
Chửi thề vcl, muốn nát cái màn hình|1
Ngu ngục như con chó ghẻ|1
Dm cái bọn 3 que chuyên đi bốc phét|1
Lại mấy thằng ngu bị dắt mũi|1
Xàm loz đéo có gì mới mẻ|1
Thấy tởm vl khi đọc cái này|1
Đúng là lũ mất dạy không có não|1
Mấy thằng chó đẻ, cút mẹ đi|1
Đéo thể chấp nhận được cái thái độ này|1
Chán vcl phải đọc mấy cái tin rác|1
Mắc cười ỉa luôn á 😂|1
Bọn ngu này không bao giờ khá lên được|1
Đcm, lại trò mèo gì nữa đây?|1
Cái lũ lồn này chỉ biết phá thôi|1
Ngu như chó mà cứ thích làm chuyện|1
Đéo nói nhiều, cút!|1
Nhìn thấy ghê vl, như đồ thối|1
Mấy thằng hãm lol này làm t muốn ói|1
Con cặc, tao đéo tin|1
Đéo hiểu sao mấy đứa này vẫn sống được|1
Cái thái độ củ lồn này là sao?|1
Đúng lũ thần kinh, cứ làm trò hề|1
Cút đi cho khuất mắt, đồ chó má|1
Dm, tức ói máu luôn á|1
Cái đéo gì cũng bày đặt ra|1
Lũ ăn bám, vô dụng vcl|1
Nhìn cái mặt đã thấy muốn đấm rồi|1
Thằng nào sủa câu này đúng là ngu|1
Mấy con lợn, chỉ biết ăn với phá|1
Đéo có gì hay ho cả, phí thời gian|1
Cái thứ rác rưởi này mà cũng dám lên tiếng|1
Ngu như con chó, nói mãi không hiểu|1
Đm, lại bị lừa rồi|1
Địt mẹ, ghét vl cái giọng điệu này|1
Mấy thằng óc bò, chuyên đi phá hoại|1
Cái thứ chó má này có ngày bị nghiệp quật|1
Nhìn mặt thằng này muốn đấm cho vỡ mồm|1
Thôi câm mẹ mồm đi, đồ ngu|1
Đéo hiểu sao tụi này vẫn còn được sống|1
Ăn cứt à mà nói năng hãm vậy?|1
Đúng là lũ khốn nạn, hại người không biết|1
Mấy thằng mặt lồn này cứ thích chọc ngoáy|1
Ghê tởm vl, như đồ bỏ đi|1
Cái lũ cặn bã xã hội|1
Ngu lồn, đéo có não à?|1
Đm, lại nghe mấy thằng dẩm loz này sủa|1
Thâm vcl, nhìn là biết ngay|1
Đéo bao giờ tin cái lũ mất dạy này|1
Đm cái thằng l*n này lại phốt gì nữa đây|1
Vl toàn ba cái drama nhảm nhí|1
Thằng óc chó này chắc chưa bị chửi bao giờ|1
Con đĩ này lại giở trò câu view|1
Đéo hiểu sao vẫn còn đứa ngu tin nó|1
Mày câm mẹ mồm đi thằng chó|1
Nhìn bản mặt đã thấy ghét vcl rồi|1
Làm ăn như cứt, chán đéo buồn nói|1
Nứng l*n quá hả em mà đăng ảnh này?|1
Đcm nó, lại lỗi nữa rồi|1
Xàm l*n từ đầu đến cuối, vãi cả l*n|1
Bọn súc vật này chỉ giỏi phá hoại|1
Ăn nói như cái đống rác rưởi|1
Vl cười ỉa luôn, đúng là hài hước|1
Thôi dẹp mẹ đi, tào lao bí đao hết sức|1
Mạng mẽo như c*c, lag lòi c*c|1
Xem mà muốn đấm vào màn hình|1
Đéo có tí văn hóa nào cả lũ mọi rợ|1
Mấy thằng l*n rảnh rỗi sinh nông nổi|1
Thề là tức ói máu luôn ấy, dm|1
Đjt mẹ cái thái độ hách dịch|1
Gái gú gì mà dâm vcl, nhìn ghê|1
Bọn nó đúng là một lũ ăn hại|1
Câm mẹ cái mồm đi, nói nhiều vl|1
Đéo hiểu sao loại này vẫn tồn tại dc|1
Đm cái loại ăn cháo đá bát|1
Nhìn cái mặt đã thấy ngứa mắt vcl|1
Thằng này đúng là loại khốn nạn|1
Vl con mẹ nó, hết cả hồn|1
Xấu thì biết thân biết phận đi, đừng có mà làm lố|1
Nứng c*c chưa mà đăng ba cái hình này?|1
Nghe nói đã thấy ghét rồi, đéo muốn đọc tiếp|1
Mày nghĩ mày là bố thiên hạ à mà dạy đời?|1
Đm tốn 3G vl ra coi mấy cái vớ vẩn này|1
Rác rưởi thế này mà cũng có người xem|1
Thề là đéo thể chấp nhận dc|1
Cút mẹ mày đi chỗ khác, đừng làm phiền|1
Đm cái loại vô học|1
Vl lại drama nữa à, mệt mỏi vcl|1
Xấu người xấu nết, đồ con đĩ|1
Thằng cha này đúng là tâm thần|1
Nghe mà muốn đấm cho vỡ mồm|1
Đéo có não hay sao mà làm thế?|1
Con mẹ nó, tức ghê gớm|1
Ăn hại đái nát, đúng là rác xã hội|1
Nhìn mặt đã thấy ghét rồi, dm|1
Mấy thằng l*n này cứ thích câu like|1
Thích chửi tục thì cút về nhà mà chửi một mình|1
Đm bọn bây im đi cho t coi|1
Vl cái bọn dẩm l*n|1
Nhìn nó đã thấy kinh tởm rồi, mắc ói|1
Cạn lời với cái độ óc chó của nó|1
Con điên này lại làm trò con bò gì nữa?|1
Thề là đéo ngửi nổi cái mùi của nó|1
Nứng quá thì đi tìm chỗ mà giải quyết đi|1
Đm cái bọn ăn bám|1
Vô văn hóa vl ra, nhìn mà chán|1
Đúng là loại mặt dày vô sỉ|1
Mày câm mẹ mày đi, nói nhiều quá|1
Đéo có tí liêm sỉ nào cả|1
Nhìn cái bản mặt đã muốn táng rồi|1
Thằng này chắc bị thiểu năng nặng|1
Con l*n này lại làm trò mèo|1
Đm thèm chửi vcl mà thôi|1
Vl cái bọn trẩu tre mới lớn|1
Xấu thì đéo chịu sửa mà cứ thích thể hiện|1
Đéo hiểu sao có đứa thần tượng nó dc|1
Thằng này đúng là một lũ súc vật|1
Cút mẹ mày về chuồng đi chó|1
Đm tức điên người|1
Vl cười muốn rách miệng luôn 😂|1
Thằng này đúng là đần độn hết thuốc chữa|1
Con đĩ này lại câu like rẻ tiền|1
Đm cái bọn phá hoại xã hội|1
Đéo chấp nhận được cái thái độ này|1
Nhìn cái mặt kênh kiệu thấy ghét|1
Thằng này đúng là vô dụng, ăn hại|1
Con này chắc bị ngáo đá, nói linh tinh|1
Đm chán với cái bọn vô học này|1
Vl làm ơn đừng xuất hiện nữa, nhìn mắc mệt|1
Xàm l*n từ đầu đến cuối, nghe chói tai|1
Đéo hiểu sao lại có thể ngu đến thế|1
Thằng này đúng là chuyên đi bóc phốt người khác|1
Câm miệng lại đi, nghe phát tởm|1
Đm hết nói nổi với cái loại này|1
Vl cái bọn rảnh rỗi sinh nông nổi|1
Nhìn mặt nó đã muốn đấm rồi|1
Thằng này chắc bị thần kinh nặng|1
Con này đúng là đồ hết thời|1
